Titre,album,Artiste,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
Mesdames,Mesdames,Grand Corps Malade,2020-09-11,180000,3,0.82,0.444,0.542,0.0021,0.111,-10.866,0.0786,144.925,4
Overtime - Stripped Down Edit,Overtime,Tom Neatis,2014-09-22,449280,1,0.00045999999999999996,0.8079999999999999,0.628,0.887,0.0392,-11.207,0.0542,125.01799999999999,4
Ain’t No Sunshine - Lido Remix,Ain’t No Sunshine (Lido Remix),Bill Withers,2015-05-26,186629,2,0.0742,0.594,0.789,0.0013599999999999999,0.172,-7.678,0.504,75.252,4
Just Like Honey,Psychocandy (Expanded Version),The Jesus and Mary Chain,1985-11-18,182493,3,8.02e-05,0.341,0.552,0.616,0.0591,-10.503,0.0423,121.361,4
Tyler Herro,Tyler Herro,Jack Harlow,2020-10-22,156497,5,0.11,0.794,0.7559999999999999,0.0,0.247,-7.16,0.136,123.066,4
Resolve,Resolve,Nathan Lanier,2012-06-23,116571,1,0.43,0.594,0.348,0.6809999999999999,0.8029999999999999,-17.366,0.0585,140.001,4
Que tout s'danse,Ça ne saurait tarder,Noé Preszow,2020-09-04,215253,3,0.738,0.7829999999999999,0.44,3.44e-06,0.0969,-9.926,0.0704,115.01899999999999,4
Alone,Timeless II,Michael Dulin,2011-02-01,296279,1,0.9670000000000001,0.332,0.0645,0.897,0.105,-21.802,0.0352,108.09100000000001,4
Mon chouchou,Mon chouchou,Yanns,2020-11-24,166417,3,0.634,0.7879999999999999,0.755,0.0,0.114,-5.775,0.0612,127.01,4
Wherever You Will Go,Camino Palmero,The Calling,2001,208600,4,0.0367,0.5579999999999999,0.7190000000000001,0.0,0.115,-5.113,0.0267,112.027,4
Bailar (feat. Elvis Crespo) - Radio Edit,Good Evening,Deorro,2017-03-31,137661,3,0.0637,0.7929999999999999,0.848,0.226,0.0647,-5.327000000000001,0.121,128.10399999999998,4
Fortunate Son,Willy And The Poor Boys,Creedence Clearwater Revival,1969-11-02,140773,5,0.201,0.64,0.6629999999999999,0.00806,0.152,-7.516,0.0374,132.77,4
Désolée - Vize Remix,Désolée (Vize Remix),Louane,2020-11-20,158608,2,0.061,0.823,0.81,2.98e-05,0.395,-5.0680000000000005,0.20199999999999999,115.037,4
You Keep Me Hangin On,Another Step,Kim Wilde,1986,255220,3,0.0806,0.6859999999999999,0.682,0.000155,0.14,-12.154000000000002,0.033,123.44,4
High Hopes,Pray for the Wicked,Panic! At The Disco,2018-06-22,190946,5,0.193,0.579,0.904,0.0,0.064,-2.7289999999999996,0.0618,82.014,4
I Will Survive,The Angry Birds Movie (Original Motion Picture Soundtrack),Various Artists,2016-05-06,245986,2,0.0106,0.6609999999999999,0.94,0.0,0.157,-4.48,0.0614,122.001,4
Lost In The Light,Barchords,Bahamas,2012-01-01,236720,4,0.7929999999999999,0.597,0.267,0.0014,0.111,-8.796,0.031,75.545,4
"Relax, Take It Easy",Life in Cartoon Motion,MIKA,2007-01-01,224800,2,0.053,0.6729999999999999,0.6779999999999999,0.0437,0.0972,-7.284,0.0274,121.994,4
Hallucinate,Future Nostalgia,Dua Lipa,2020-03-27,208505,5,0.033,0.627,0.69,0.0,0.0742,-5.396,0.139,122.053,4
Into the Groove,Celebration (double disc version),Madonna,2009-09-18,285093,3,0.0658,0.7290000000000001,0.856,0.008320000000000001,0.0691,-4.164,0.035,116.46700000000001,4
Sway (Quien Sera),"Dean Martin: The Capitol Recordings, Vol. 5 (1954)",Dean Martin,1954,165133,2,0.728,0.591,0.24600000000000002,1.01e-06,0.0753,-12.140999999999998,0.039,120.132,4
"La Copa de la Vida (La Cancion Oficial de la Copa Mundial, Francia '98) - Spanglish Radio Edit",Ricky Martin,Ricky Martin,1999,277426,2,0.0276,0.713,0.938,3.21e-05,0.626,-6.032,0.0481,126.97399999999999,4
I Love Paris,Vanessa Paradis Best Of,Vanessa Paradis,2011-01-01,158573,1,0.40299999999999997,0.5489999999999999,0.5329999999999999,0.0,0.149,-4.749,0.026000000000000002,77.003,4
Vogue,Celebration (double disc version),Madonna,2009-09-18,316813,4,0.00379,0.737,0.88,0.00351,0.41700000000000004,-6.449,0.0433,115.99799999999999,4
Try Everything,Zootopia (Original Motion Picture Soundtrack),Michael Giacchino,2016-02-12,196853,4,0.0257,0.705,0.609,0.0,0.0846,-4.897,0.0307,115.47399999999999,4
Now That We Found Love,Peaceful Journey,Heavy D & The Boyz,1991-01-01,258200,3,0.039,0.7440000000000001,0.6970000000000001,0.0,0.171,-14.753,0.0631,119.955,4
But I Am A Good Girl - Burlesque Original Motion Picture Soundtrack,Burlesque Original Motion Picture Soundtrack,Various Artists,2010-11-22,149693,2,0.129,0.625,0.66,6.34e-05,0.12,-5.477,0.0416,125.303,4
Le Banana Split,Le Banana Split (Remix Album),Lio,2016-04-22,153706,1,0.0225,0.667,0.951,0.00509,0.0748,-8.424,0.0352,156.138,4
"Now We Are Free - From ""Gladiator"" Soundtrack",Gladiator - Music From The Motion Picture,Lisa Gerrard,2000,254306,3,0.602,0.28600000000000003,0.217,0.099,0.10400000000000001,-18.805,0.0336,138.225,4
Say It Right - Main,2000's Nostalgia,Various Artists,2020-01-31,223320,1,0.044000000000000004,0.871,0.858,0.0005639999999999999,0.0459,-6.782,0.139,116.946,4
Say Say Say (Waiting 4 U) - Steff da Campo & 71 Digits Radio Mix,Say Say Say (Waiting 4 U) [Steff da Campo & 71 Digits Radio Mix],Hi_Tack,2020-10-30,153600,4,0.18100000000000002,0.536,0.826,0.00509,0.461,-6.013999999999999,0.17600000000000002,124.42399999999999,4
I Want It That Way,Millennium,Backstreet Boys,1999-05-18,213306,5,0.257,0.6890000000000001,0.6940000000000001,0.0,0.14800000000000002,-5.83,0.027000000000000003,99.039,4
Laisse tomber les filles,No Time for Sorrows,Fabienne DelSol,2004-10-25,133946,1,0.263,0.605,0.899,0.0,0.14300000000000002,-3.73,0.0345,138.615,4
Mon truc en plumes,Mon truc en plumes + 20 succès de Zizi Jeanmaire (Chanson française),Zizi Jeanmaire,1959,153160,1,0.77,0.569,0.6829999999999999,3.2e-06,0.93,-7.182,0.177,134.578,4
Sans contrefaçon - Girl Remix,Ainsi Soit Je,Mylène Farmer,1988,246546,2,0.44799999999999995,0.7559999999999999,0.743,0.0054399999999999995,0.0805,-11.124,0.0289,130.871,4
Kothbiro,En Mana Kuoyo (Real World Gold),Ayub Ogada,1993,337160,2,0.982,0.48100000000000004,0.0422,0.00434,0.0877,-20.427,0.0351,110.456,3
Juice,Cuz I Love You,Lizzo,2019-04-19,195144,5,0.00611,0.767,0.889,0.0,0.402,-2.988,0.0963,119.93,4
Un casse,C'est pas des LOL,Jul,2019-12-06,164666,2,0.000273,0.883,0.557,6.99e-06,0.0629,-4.453,0.0581,131.032,4
Come Back In My Life,Rhythm And Blues,CHRISTIAN PADOVAN,2003-12-18,146053,1,0.667,0.47200000000000003,0.22399999999999998,0.0013800000000000002,0.0923,-9.172,0.0325,114.19,3
Bim Bam toi,Bim Bam toi,Carla,2019-10-11,175670,3,0.16699999999999998,0.828,0.732,6.66e-06,0.0324,-4.705,0.0581,123.052,4
Brothers On The Slide,Promised Heights,Cymande,2013-08-16,251400,3,0.3,0.789,0.602,0.00549,0.0737,-10.192,0.198,109.92299999999999,4
Moins joli,Moins joli,Iliona,2021-01-15,179880,2,0.94,0.532,0.18,0.000263,0.258,-14.76,0.0466,92.404,4
Peppers and Onions,Peppers and Onions,Tierra Whack,2020-11-18,170191,3,0.514,0.946,0.43,1.53e-05,0.0703,-5.999,0.21899999999999997,120.102,4
Respire,Lundi Méchant,Gaël Faye,2020-11-06,191840,2,0.514,0.7609999999999999,0.43700000000000006,0.0,0.285,-10.052999999999999,0.157,120.072,4
Comme une voiture volée,Grand Prix (Edition Deluxe),Benjamin Biolay,2020-12-11,241400,3,0.00281,0.561,0.856,0.046,0.125,-6.376,0.038,119.994,4
Video Killed The Radio Star,The Age Of Plastic,The Buggles,1980-01-10,253800,3,0.0852,0.675,0.61,0.0188,0.159,-13.811,0.085,131.037,4
Jerusalema (feat. Burna Boy & Nomcebo Zikode) - Remix,Jerusalema (Deluxe),Master KG,2020-12-18,328000,3,0.0301,0.8370000000000001,0.449,5.3700000000000004e-05,0.0604,-7.019,0.0554,124.021,4
Tequila Shots,Man On The Moon III: The Chosen,Kid Cudi,2020-12-11,193293,5,0.084,0.7120000000000001,0.556,5.04e-05,0.527,-7.2139999999999995,0.0531,90.494,4
I Am What I Am (feat. Fivio Foreign),Welcome to O'Block,King Von,2020-10-30,218000,3,0.0746,0.7979999999999999,0.6729999999999999,0.0,0.126,-5.627999999999999,0.289,141.12,4
Perdu,Perdu,Djadja & Dinaz,2020-12-10,225054,4,0.0694,0.784,0.525,0.0,0.073,-8.277999999999999,0.1,129.93200000000002,4
Your Song,360 Degrees of Billy Paul (Expanded Edition),Billy Paul,1972-10-25,390986,3,0.408,0.49700000000000005,0.73,2.14e-06,0.0928,-8.514,0.0511,131.188,4
Proud Mary,What's Love Got to Do with It?,Tina Turner,1993,327400,4,0.0766,0.397,0.499,1.55e-06,0.111,-10.972000000000001,0.0685,171.067,4
(There's) Always Something There to Remind Me,The Dionne Warwick Collection: Her All-Time Greatest Hits,Dionne Warwick,1989,179506,1,0.737,0.68,0.32799999999999996,0.0,0.581,-13.69,0.0673,84.04,4
Where Is My Mind? - Remastered,Surfer Rosa,Pixies,1988-03-21,234973,5,0.0204,0.519,0.441,0.000453,0.076,-14.177999999999999,0.0353,81.334,4
Papa Was A Rolling Stone,Live As It Gets,The Temptations,2001,432893,2,0.0559,0.847,0.599,0.00483,0.192,-11.607000000000001,0.0422,119.99700000000001,4
Vie de star (feat. Ninho),20/21,Rec. 118,2021-01-01,202680,3,0.845,0.4,0.586,0.0,0.1,-7.569,0.07400000000000001,170.544,3
"Yes Sir, I Can Boogie",La Belle Epoque (Original Motion Picture Soundtrack),Various Artists,2019-11-06,273706,2,0.0398,0.473,0.76,1.88e-06,0.0947,-7.105,0.07400000000000001,122.868,4
Quand je marche,Paradis,Ben Mazué,2020-11-06,233506,3,0.579,0.43799999999999994,0.594,5.8200000000000005e-05,0.10099999999999999,-9.512,0.47,75.072,4
Comin' from Where I'm From - Radio Mix,Comin' From Where I'm From,Anthony Hamilton,2003-07-15,240146,2,0.184,0.5720000000000001,0.745,0.0,0.154,-6.417999999999999,0.36700000000000005,160.037,4
UNTITLED,UNTITLED,ALX FIDJI,2020-12-01,216528,2,0.313,0.626,0.46299999999999997,0.000301,0.0691,-10.859000000000002,0.163,139.765,4
Beautiful Madness,Beautiful Madness,Michael Patrick Kelly,2020-05-01,175405,4,0.222,0.705,0.765,0.000124,0.07,-6.479,0.037000000000000005,90.051,4
Paris,Paris,The Chainsmokers,2017-01-13,221520,4,0.0243,0.6459999999999999,0.644,0.0,0.0888,-6.763,0.031,99.999,4
Magic - Purple Disco Machine Remix,Magic (Purple Disco Machine Remix),Kylie Minogue,2020-10-09,215840,2,0.045,0.7440000000000001,0.799,0.0268,0.0454,-5.702000000000001,0.0579,118.00399999999999,4
Love and Hate in a Different Time,Love and Hate in a Different Time,Gabriels,2020-10-07,282177,2,0.564,0.785,0.363,0.452,0.0683,-9.02,0.0434,120.11399999999999,4
Without You (feat. Usher),Nothing but the Beat 2.0,David Guetta,2011-08-26,208133,3,0.22699999999999998,0.608,0.614,3.82e-06,0.157,-3.727,0.0285,127.885,4
Enola Gay - Remastered,Organisation,Orchestral Manoeuvres In The Dark,1980-10-24,213693,4,0.00441,0.5589999999999999,0.764,0.0299,0.0807,-7.058,0.0348,143.319,4
White Iverson,Stoney (Deluxe),Post Malone,2016-12-09,256533,5,0.233,0.675,0.562,0.0,0.0816,-7.678,0.0352,130.09799999999998,4
In My Blood,Bridgerton (Covers from the Netflix Original Series),Vitamin String Quartet,2020-12-25,210626,4,0.46399999999999997,0.40700000000000003,0.196,0.000772,0.237,-12.248,0.0338,140.316,4
Buckskin Stallion Blues,At My Window,Townes Van Zandt,1987,181026,1,0.748,0.6829999999999999,0.158,1.57e-06,0.0912,-21.535,0.0351,117.14399999999999,4
Buckskin Stallion Blues,The Great Unveiling,Amy Annelle,2010-10-01,201048,1,0.8859999999999999,0.455,0.0909,0.18600000000000003,0.102,-20.963,0.0325,94.63799999999999,4
"Concerto in D Minor, BWV 974 - for Harpsichord/Arranged by Bach from: Oboe Concerto in D minor by Alessandro Marcello (1685-1750): 2. Andante",Relaxing Piano - Mozart and Bach,Johann Sebastian Bach,2020-02-25,207066,1,0.993,0.311,0.024,0.9420000000000001,0.0954,-29.726999999999997,0.0418,81.259,4
Noir,L'Ère du Verseau,Yelle,2020-09-04,192418,2,0.0112,0.88,0.574,2.77e-06,0.0922,-6.936,0.0503,121.01799999999999,4
Everybody's Got To Learn Sometime,The Korgis Kollection,The Korgis,1978,251946,1,0.0154,0.425,0.298,0.00133,0.0725,-12.037,0.0258,75.038,4
Rétroviseur,Rétroviseur,F2R,2021-01-02,115763,3,0.557,0.9059999999999999,0.537,0.0,0.0901,-8.476,0.237,112.15100000000001,4
Symphony (feat. Zara Larsson),Symphony (feat. Zara Larsson),Clean Bandit,2017-03-16,212459,5,0.259,0.7070000000000001,0.629,1.6e-05,0.138,-4.581,0.0563,122.863,4
Meet Me Halfway (Made Famous by Black Eyed Peas),Big Instrumental Hits 2010,Top Of The Charts Music Crew,2010-02-01,286615,1,8.23e-05,0.769,0.35600000000000004,0.735,0.23199999999999998,-8.449,0.0428,130.012,4
Katchi - Ofenbach vs. Nick Waterhouse,Katchi (Ofenbach vs. Nick Waterhouse),Ofenbach,2017-08-25,151011,4,0.0261,0.8370000000000001,0.7929999999999999,9.04e-05,0.0743,-5.048,0.0567,124.988,4
Sunday Best,Where the Light Is,Surfaces,2019-01-06,158571,5,0.183,0.878,0.525,0.0,0.0714,-6.832000000000001,0.0578,112.022,4
Freedom,Freedom,Sand Box,2018-01-31,197661,1,0.41100000000000003,0.66,0.946,0.779,0.11800000000000001,-4.872,0.0398,127.973,4
On ne dit jamais assez aux gens qu'on aime qu'on les aime,"Louis, Matthieu, Joseph & Anna Chedid (Deluxe)","Louis, Matthieu, Joseph & Anna Chedid",2015-10-23,177973,1,0.519,0.693,0.45399999999999996,4.92e-06,0.111,-7.327999999999999,0.0292,121.086,4
You Extra,You Extra,MariaDennis,2020-05-28,219840,1,0.0176,0.794,0.667,0.0936,0.0782,-6.159,0.0712,124.98100000000001,4
Thirteen Thirtyfive,This Silence Kills,Dillon,2011-11-18,223085,2,0.7859999999999999,0.67,0.293,0.0,0.215,-10.56,0.0486,66.97399999999999,4
Иса,MOON FLAME,Andro,2019-08-22,159529,3,0.42200000000000004,0.617,0.649,1.3e-06,0.244,-3.7960000000000003,0.0428,85.01700000000001,4
Queen of Hearts,Queen of Hearts,Starla Edney,2020-03-13,191386,3,0.276,0.805,0.682,3.23e-06,0.129,-5.207000000000001,0.047,96.009,4
The Box,Please Excuse Me For Being Antisocial,Roddy Ricch,2019-12-06,196652,5,0.10400000000000001,0.8959999999999999,0.586,0.0,0.79,-6.687,0.0559,116.971,4
Love Your Voice,Список твоих мыслей,JONY,2019-06-21,150329,5,0.597,0.608,0.83,3.5000000000000004e-06,0.11800000000000001,-5.396,0.0948,91.06299999999999,4
Без тебя я не я,Список твоих мыслей,JONY,2019-06-21,200689,4,0.7559999999999999,0.64,0.698,0.0,0.146,-6.974,0.0703,116.256,4
Movements (feat. Yung Fusion),Movements,Pham,2016-01-15,227027,3,0.21899999999999997,0.882,0.588,1.42e-06,0.0792,-7.435,0.25,111.0,4
Play Date,Cry Baby (Deluxe Edition),Melanie Martinez,2015-08-14,179867,5,0.612,0.68,0.7290000000000001,0.0,0.22399999999999998,-5.077,0.0475,123.97,4
Waalian,Waalian,Harnoor,2020-08-10,206117,4,0.12,0.722,0.335,0.0,0.0747,-9.943,0.136,85.03399999999999,4
Our Streets,Our Streets,DJ Kantik,2020-03-01,262654,2,0.0205,0.812,0.598,0.8370000000000001,0.335,-7.325,0.0705,103.0,4
Into Your Arms (feat. Ava Max),Into Your Arms (feat. Ava Max),Various Artists,2018-06-08,186022,5,0.0134,0.504,0.7879999999999999,0.0,0.363,-4.113,0.215,170.03900000000002,4
Wahran,Wahran,RANDALL,2019-03-15,231114,3,0.0228,0.517,0.753,0.278,0.105,-7.928,0.0515,93.917,4
Liggi,Liggi,Ritviz,2019-12-23,181176,4,0.0112,0.7859999999999999,0.667,0.053,0.07400000000000001,-8.272,0.054000000000000006,102.046,4
Where Are You,Where Are You,Otnicka,2020-05-29,193032,4,0.7559999999999999,0.747,0.612,0.872,0.166,-8.41,0.102,92.052,4
Nehu Da Vyah,Nehu Da Vyah,Neha Kakkar,2020-10-21,155686,3,0.5720000000000001,0.71,0.49200000000000005,0.0,0.0713,-7.212000000000001,0.109,76.488,4
Elefante,Elefante,NK,2019-10-25,161916,3,0.203,0.894,0.7020000000000001,0.000205,0.268,-4.098,0.16399999999999998,90.01,4
August Diaries,August Diaries,DHARIA,2020-03-06,223384,3,0.474,0.711,0.701,0.0015,0.115,-4.4239999999999995,0.237,97.975,4
Дикая львица,Дикая львица,ALEX&RUS,2019-07-03,164769,3,0.363,0.514,0.843,0.0038,0.13,-4.98,0.303,194.39,3
Детство,Я люблю тебя,Rauf & Faik,2018-09-28,188362,4,0.634,0.7190000000000001,0.607,7.76e-06,0.111,-7.3229999999999995,0.0398,149.969,4
Young Shahrukh,Young Shahrukh,Tesher,2020-05-22,159427,4,0.0323,0.909,0.449,0.0,0.087,-9.912,0.263,95.001,4
Your Woman,Women In Technology,White Town,1997-02-24,259893,3,0.033,0.815,0.605,0.684,0.114,-9.118,0.0368,102.64299999999999,4
Waada Hai,Waada Hai,Arjun Kanungo,2020-11-05,251178,3,0.838,0.48200000000000004,0.361,1.01e-05,0.091,-9.993,0.0368,156.733,4
Goodbye (feat. Lyse) - Slow Version,Goodbye (feat. Lyse) [Slow Version],Feder,2020-10-02,185173,4,0.17300000000000001,0.764,0.6829999999999999,0.8420000000000001,0.11699999999999999,-5.6579999999999995,0.0715,92.654,4
Снова ночь,Снова ночь,Mull3,2019-05-21,181557,3,0.614,0.725,0.29,6.04e-05,0.0992,-11.690999999999999,0.0552,129.99200000000002,4
Chithiyaan,Chithiyaan,Karan Aujla,2020-11-12,198119,2,0.335,0.61,0.6409999999999999,0.0,0.298,-6.315,0.0619,83.973,4
Gucci,Gucci,Aroob Khan,2020-10-08,156600,3,0.33399999999999996,0.7859999999999999,0.5,0.0,0.0956,-5.707000000000001,0.0327,99.994,4
Gal Sun,Gal Sun,Jass Manak,2020-02-05,192631,3,0.537,0.5820000000000001,0.563,0.0,0.0672,-4.854,0.0524,151.674,4
Mask Off,FUTURE,Future,2017-06-30,204600,5,0.0102,0.833,0.434,0.0219,0.165,-8.795,0.431,150.062,4
Tu Mera Nahi,Tu Mera Nahi,Amaal Mallik,2020-11-05,230008,2,0.49700000000000005,0.551,0.526,0.0,0.0858,-7.904,0.0353,138.028,4
New Thang,Party Rock Mansion,Redfoo,2016-03-18,226800,3,0.0156,0.743,0.841,0.0,0.133,-5.189,0.0391,100.00299999999999,4
No Idea,Heaven Or Hell,Don Toliver,2020-03-13,154424,5,0.524,0.652,0.631,0.000579,0.165,-5.718,0.0893,127.99799999999999,4
Panda,Panda,Desiigner,2016-02-26,247866,4,0.0292,0.685,0.731,0.0,0.369,-5.502999999999999,0.414,145.245,4
Look at Me Now,Look at Me Now,Brennan Savage,2017-07-01,150000,4,0.0483,0.649,0.5379999999999999,0.401,0.0928,-9.793,0.0918,160.075,4
Whatever It Takes,Evolve,Imagine Dragons,2017-06-23,201240,5,0.0362,0.672,0.655,0.0,0.11699999999999999,-5.021,0.0311,134.945,4
Time Back,Time Back,Bad Style,2012,165500,2,0.00801,0.552,0.858,7.219999999999999e-05,0.226,-6.664,0.0581,120.012,4
Mann Jaa Ve,Mann Jaa Ve,Kay Vee Singh,2020-09-28,202218,3,0.284,0.688,0.7290000000000001,0.0,0.114,-3.863,0.0798,172.114,4
Bad Liar,Origins (Deluxe),Imagine Dragons,2018-11-09,260773,5,0.0722,0.38299999999999995,0.637,0.0,0.368,-6.992999999999999,0.0703,177.91299999999998,4
Луна,Калейдоскоп,Gafur,2020-07-10,172258,2,0.602,0.5710000000000001,0.715,4.98e-05,0.11599999999999999,-6.457000000000001,0.0649,123.92299999999999,4
B*tch From Da Souf (Remix) [feat. Saweetie & Trina],Hit The Latto,Mulatto,2019-12-12,224119,1,0.0662,0.8340000000000001,0.531,0.0,0.136,-5.707999999999999,0.36,150.126,4
Please Don't Go,Please Don't Go,Joel Adams,2015-11-06,210580,4,0.0118,0.513,0.768,1.9399999999999997e-05,0.294,-4.868,0.0587,84.264,4
Harry Potter (The Ultimate Indian Theme),Harry Potter (The Ultimate Indian Theme),Mahesh Raghvan,2017-11-13,154000,1,0.6709999999999999,0.40299999999999997,0.775,0.635,0.079,-7.406000000000001,0.0607,180.079,3
Born to Shine,G.O.A.T.,Diljit Dosanjh,2020-07-29,213333,4,0.35700000000000004,0.745,0.826,0.0,0.302,-4.3389999999999995,0.0866,90.149,4
Phulkari,Phulkari,Karan Randhawa,2020-11-08,196133,3,0.204,0.547,0.785,0.0,0.0835,-5.865,0.0675,81.781,4
Safari,Safari,Serena,2019-05-31,187408,3,0.445,0.799,0.6890000000000001,0.0122,0.18,-6.792999999999999,0.053,103.01899999999999,4
Unstoppable Now,The Fight,The Phantoms,2018-07-20,221576,2,0.000627,0.64,0.7909999999999999,0.0636,0.0802,-5.3420000000000005,0.0647,129.997,4
я люблю тебя давно - Remix,я люблю тебя давно (Remix),Rauf & Faik,2019-12-27,200439,2,0.6709999999999999,0.8109999999999999,0.43,0.0111,0.287,-9.766,0.0554,109.965,4
La Câlin,La Câlin,Serhat Durmus,2017-04-10,172008,3,0.0879,0.598,0.439,0.868,0.10300000000000001,-10.987,0.0429,147.84,4
Kanave Kanave,David,Various Artists,2013-01-10,284784,3,0.373,0.47,0.513,6.5000000000000004e-06,0.12300000000000001,-10.076,0.0294,95.015,1
Fed Up,Mixed Feelings,Bazanji,2017-11-18,160084,4,0.28,0.768,0.8440000000000001,0.0,0.11699999999999999,-6.044,0.209,142.011,4
"Alone, Pt. II - Alex Skrindo & Sebastian Wibe Remix","Alone, Pt. II (Remixes)",Alan Walker,2020-02-28,165026,1,0.00466,0.467,0.8079999999999999,0.00119,0.158,-7.25,0.0582,125.902,4
Feelings,Feelings,Sumit Goswami,2020-07-07,224805,3,0.57,0.616,0.736,0.0,0.345,-3.708,0.0767,77.041,4
Do It,Do It,Ilkay Sencan,2019-04-19,210146,3,0.0812,0.795,0.8740000000000001,0.0906,0.065,-3.502,0.0506,108.001,4
Matkar Maya Ko Ahankar,Panchrang,Neeraj Arya's Kabir Cafe,2016-08-20,365672,3,0.614,0.797,0.515,1.32e-05,0.138,-6.289,0.0257,107.48,1
La Calin (Call Me) - Remix,La Calin (Call Me) [Remix],Trap Calin,2020-12-28,229670,3,0.193,0.715,0.8440000000000001,0.00722,0.364,-4.232,0.087,75.985,4
Better When I'm Dancin',Better When I'm Dancin',Meghan Trainor,2015-10-14,176266,5,0.53,0.7559999999999999,0.789,0.000711,0.157,-7.002000000000001,0.0324,127.98700000000001,4
Tanhaai Reprise,Tanhaai Reprise,Tulsi Kumar,2021-03-11,148223,1,0.802,0.414,0.37799999999999995,0.0,0.111,-9.644,0.0432,179.41099999999997,4
Лали,Список твоих мыслей,JONY,2019-06-21,148235,4,0.6409999999999999,0.63,0.6970000000000001,1.2e-05,0.113,-5.377000000000001,0.0457,113.323,5
Moved On,Moved On,SENSE,2020-02-07,130013,2,0.134,0.708,0.805,0.00361,0.306,-5.556,0.0501,126.008,4
Laila,Laila,Tony Kakkar,2020-10-23,188000,3,0.34700000000000003,0.89,0.564,2.3e-06,0.105,-6.696000000000001,0.0968,120.01,4
virgo,virgo,Jadu Jadu,2018-10-26,61022,4,0.272,0.7070000000000001,0.43700000000000006,0.0,0.0903,-9.314,0.621,143.371,4
Silence of Reality,Silence of Reality,Serhat Durmus,2020-04-03,264496,2,0.263,0.304,0.86,0.8640000000000001,0.10099999999999999,-7.513,0.142,196.021,4
Main Dhoondne Ko Zamaane Mein,Heartless,Gaurav Dagaonkar,2014-01-08,262986,3,0.594,0.32899999999999996,0.45,0.0,0.13,-6.312,0.0405,80.095,4
Back,Back,Dj Mehmet Tekin,2020-05-22,286355,2,0.0609,0.752,0.9740000000000001,0.46799999999999997,0.536,-3.443,0.0378,130.02700000000002,4
Twerk 4 Me 2,Twerk 4 Me 2,KaMillion,2020-12-16,235491,2,0.212,0.85,0.846,0.0,0.13,-5.257000000000001,0.24100000000000002,109.007,4
Satisfya,Satisfya,Imran Khan,2013-05-09,180056,4,0.00451,0.726,0.652,3.32e-05,0.226,-7.763999999999999,0.11,163.87900000000002,4
Butterfly,No Competition,Jass Manak,2020-09-13,151911,4,0.17,0.853,0.752,0.0,0.0997,-3.168,0.0417,102.057,4
Bachalo,Bachalo,Akhil,2020-10-27,165108,3,0.654,0.7559999999999999,0.5379999999999999,0.0,0.172,-6.625,0.0485,92.023,4
Bilionera - Radio Edit,Bilionera (DJ Tarun Remix),Otilia,2016-07-12,185294,2,0.0438,0.66,0.87,0.0138,0.122,-1.8219999999999998,0.0601,170.19299999999998,4
Same Beef,Best of 2019 Punjabi Top Hits,Various Artists,2019-12-20,290403,1,0.0556,0.777,0.838,0.0,0.16,-5.122999999999999,0.261,92.024,4
Get Low - W&W Remix,Get Low (Remixes),Dillon Francis,2015-06-02,213506,1,0.00233,0.45799999999999996,0.9329999999999999,0.0233,0.491,-3.653,0.17300000000000001,128.004,4
Chidiya,Chidiya,Vilen,2019-12-14,253333,4,0.715,0.486,0.494,0.0,0.109,-8.56,0.0324,179.975,4
"The Banjo Beat, Pt. 1","The Banjo Beat, Pt. 1",Ricky Desktop,2020-08-21,71996,3,0.88,0.6659999999999999,0.856,0.9,0.0961,-5.377000000000001,0.0567,120.04899999999999,4
Majha Block,Majha Block,Prem Dhillon,2020-11-20,249290,3,0.265,0.7829999999999999,0.659,0.0,0.354,-7.871,0.313,154.95600000000002,4
Plevne,Plevne,CVRTOON,2020-02-06,199236,3,0.0289,0.39899999999999997,0.591,0.6970000000000001,0.10800000000000001,-9.221,0.0506,86.089,3
Bholenath - A Love Story,Bholenath (A Love Story),Kaka,2020-11-11,300373,3,0.5760000000000001,0.639,0.601,0.0,0.0954,-5.621,0.0357,85.01799999999999,4
Khatam Hue Waande,Khatam Hue Waande,Emiway Bantai,2020-11-13,193882,4,0.23199999999999998,0.7559999999999999,0.903,0.0,0.0548,-2.088,0.14,99.995,4
Qismat Ki Hawa Kabhi Naram,Albela (Original Motion Picture Soundtrack),C. Ramchandra,1951-12-01,232413,1,0.579,0.43799999999999994,0.72,0.0,0.301,-8.68,0.0614,102.259,4
Say My Name (feat. Bebe Rexha & J Balvin) - Afrojack & Chasner Remix,Say My Name (feat. Bebe Rexha & J Balvin) [Afrojack & Chasner Remix],David Guetta,2019-02-07,251445,3,0.0052,0.406,0.91,0.00236,0.0783,-3.9160000000000004,0.0594,127.97399999999999,4
Asi Oh Hunne Aa,Asi Oh Hunne Aa,Amrit Maan,2020-08-05,247912,2,0.0606,0.627,0.6970000000000001,0.0,0.228,-4.7139999999999995,0.106,91.03,4
Kalank (Title Track),Kalank,Pritam,2019-04-14,311186,4,0.524,0.57,0.55,3.73e-05,0.0921,-8.343,0.035,117.999,4
Mood Swings,Hot Hits USA 2021,Various Artists,2021-03-03,205740,1,0.0338,0.5820000000000001,0.36200000000000004,0.0,0.0508,-14.847000000000001,0.312,119.839,5
